crs_number,community_nm,entry_dt,effective_dt,current_class,sfha_disc,nonsfha_disc,status,report_dt,state,state_code
180001,"Decatur, City of",1993-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
180257,"Evansville, City of",1999-10-01,2004-10-01,8,10,5,C,2012-10-01,NA,NA
180003,"Fort Wayne, City of",1991-10-01,2007-05-01,8,10,5,C,2012-10-01,NA,NA
180080,Hamilton County,1991-10-01,2004-05-01,7,15,5,C,2012-10-01,NA,NA
180419,Hancock County,2003-10-01,2006-10-01,8,10,5,C,2012-10-01,NA,NA
180415,Hendricks County,2012-05-01,2012-05-01,8,10,5,C,2012-10-01,NA,NA
180159,"Indianapolis, City of",2007-10-01,2007-10-01,8,10,5,C,2012-10-01,Indiana,IN
180093,"Kokomo, City of",1995-10-01,1996-10-01,8,10,5,C,2012-10-01,NA,NA
180121,"Kosciusko, County of",1997-10-01,2012-10-01,8,10,5,C,2012-10-01,NA,NA
180382,"Milford Junction, City of",1997-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
180082,"Noblesville, City of",1991-10-01,2009-10-01,8,10,5,C,2012-10-01,NA,NA
180465,"North Webster, City of",1997-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
180122,"Syracuse, City of",1997-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
180256,Vanderburgh County,1999-04-01,1999-04-01,8,10,5,C,2012-10-01,NA,NA
180263,Vigo County,1995-10-01,2005-10-01,10,0,0,R,2012-10-01,NA,NA
190169,"Coralville, City of",1992-10-01,1996-10-01,10,0,0,R,2012-10-01,NA,NA
190187,"Cedar Rapids, City of",2011-05-01,2011-05-01,8,10,5,C,2012-10-01,NA,NA
190242,"Davenport, City of",1995-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
190227,"Des Moines, City of",1991-10-01,2008-05-01,7,15,5,C,2012-10-01,NA,NA
190171,"Iowa City, City of",2011-10-01,2011-10-01,8,10,5,C,2012-10-01,Iowa,IA
200250,"Carbondale, City of",1992-10-01,1996-10-01,10,0,0,R,2012-10-01,NA,NA
200095,"Ellis, City of",2007-10-01,2007-10-01,9,5,5,C,2012-10-01,NA,NA
200585,Harvey County,2012-05-01,2012-05-01,9,5,5,C,2012-10-01,NA,NA
200096,"Hayes, City of",1992-10-01,2003-10-01,10,0,0,R,2012-10-01,NA,NA
200189,"Lansing, City of",2011-05-01,2011-05-01,8,10,5,C,2012-10-01,NA,NA
200090,"Lawrence, City of",2004-10-01,2012-10-01,7,15,5,C,2012-10-01,NA,NA
200168,"Lenexa, City of",2011-10-01,2011-10-01,8,10,5,C,2012-10-01,NA,NA
200215,"Lindsborg, City of",1992-10-01,2009-05-01,8,10,5,C,2012-10-01,NA,NA
200201,Lyon County,2007-10-01,2007-10-01,9,5,5,C,2012-10-01,NA,NA
200295,"Lyons, City of",2012-05-01,2012-05-01,9,5,5,C,2012-10-01,NA,NA
200173,"Olathe, City of",1993-10-01,2009-05-01,8,10,5,C,2012-10-01,NA,NA
200174,"Overland Park, City of",2009-10-01,2009-10-01,8,10,5,C,2012-10-01,NA,NA
200298,Riley County,1992-10-01,1993-10-01,10,0,0,R,2012-10-01,NA,NA
200177,"Shawnee, City of",1991-10-01,2001-10-01,8,10,5,C,2012-10-01,NA,NA
200331,Shawnee County,2011-05-01,2011-05-01,9,5,5,C,2012-10-01,NA,NA
205187,"Topeka, City of",1992-10-01,2001-10-01,10,0,0,R,2012-10-01,NA,NA
200276,"Wamego, City of",2012-10-01,2012-10-01,9,5,5,C,2012-10-01,NA,NA
210017,"Ashland, City of",1992-10-01,1997-10-01,10,0,0,R,2012-10-01,NA,NA
210010,Bell County,1994-10-01,1997-10-01,10,0,0,R,2012-10-01,NA,NA
210219,"Bowling Green, City of",1991-10-01,2006-10-01,7,15,5,C,2012-10-01,NA,NA
210227,"Corbin, City of",1993-10-01,1994-10-01,10,0,0,R,2012-10-01,NA,NA
210062,Daviess County,2003-05-01,2005-05-01,8,10,5,C,2012-10-01,NA,NA
210075,"Frankfort, City of",1992-10-01,2010-05-01,8,10,5,C,2012-10-01,NA,NA
210280,Franklin County,1993-10-01,1997-10-01,10,0,0,R,2012-10-01,NA,NA
210051,"Grayson, City of",1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
210055,"Hopkinsville, City of",1991-10-01,1996-10-01,10,0,0,R,2012-10-01,NA,NA
210067,Lexington-Fayette Urban County,1991-10-01,2007-10-01,7,15,5,C,2012-10-01,NA,NA
210120,Louisville-Jefferson County Metro,1991-10-01,2012-05-01,4,30,10,C,2012-10-01,NA,NA
210342,Madison County,2012-05-01,2012-05-01,9,5,5,C,2012-10-01,NA,NA
210126,"Nicholasville, City of",1991-10-01,1997-10-01,8,10,5,C,2012-10-01,NA,NA
210063,"Owensboro, City of",2003-05-01,2005-05-01,8,10,5,C,2012-10-01,NA,NA
210127,"Paintsville, City of",1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
210015,"Paris, City of",2012-10-01,2012-10-01,9,5,5,C,2012-10-01,NA,NA
210298,Pike County,1995-10-01,1995-10-01,9,5,5,C,2012-10-01,NA,NA
210193,"Pikeville, City of",1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
210072,"Prestonsburg, City of",1992-10-01,2009-10-01,10,0,0,R,2012-10-01,NA,NA
210366,"Radcliff, City of",1995-10-01,2011-10-01,8,10,5,C,2012-10-01,NA,NA
210203,Rowan County,1994-10-01,1994-10-01,9,5,5,C,2012-10-01,NA,NA
210312,Warren County,1991-10-01,2011-10-01,8,10,5,C,2012-10-01,NA,NA
210097,"West Point, City of",1995-10-01,2000-10-01,10,0,0,R,2012-10-01,NA,NA
220013,Ascension Parish,1992-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
225193,"Baker, City of",1991-10-01,2011-10-01,8,10,5,C,2012-10-01,NA,NA
220033,"Bossier City, City of",1992-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
220361,Caddo Parish,1995-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
220037,Calcasieu Parish,1991-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
220103,"Carencro, City of",2009-05-01,2010-05-01,8,10,5,C,2012-10-01,NA,NA
220200,"Covington, City of",1995-10-01,1996-10-01,10,0,0,R,2012-10-01,NA,NA
220116,"Denham Springs, City of",1991-10-01,2012-05-01,8,10,5,C,2012-10-01,NA,NA
220027,"Deridder, City of",1995-10-01,1995-10-01,9,5,5,C,2012-10-01,NA,NA
220058,East Baton Rouge Parish,1991-10-01,2011-10-01,6,20,10,C,2012-10-01,NA,NA
220117,"French Settlement, Village of",1992-10-01,2007-10-01,9,5,5,C,2012-10-01,NA,NA
220015,"Gonzales, City of",1992-10-01,2012-05-01,8,10,5,C,2012-10-01,NA,NA
225198,"Gretna, City of",2000-10-01,2011-05-01,8,10,5,C,2012-10-01,NA,NA
225200,"Harahan, City of",2008-10-01,2008-10-01,8,10,5,C,2012-10-01,NA,NA
220220,"Houma, City of",1992-10-01,2009-10-01,7,15,5,C,2012-10-01,NA,NA
225199,Jefferson Parish,1992-10-01,2010-05-01,6,20,10,C,2012-10-01,NA,NA
225201,"Kenner, City of",1992-10-01,2009-05-01,7,15,5,C,2012-10-01,NA,NA
220105,"Lafayette, City of",2011-10-01,2011-10-01,8,10,5,C,2012-10-01,NA,NA
220101,Lafayette Parish,2011-10-01,2011-10-01,8,10,5,C,2012-10-01,NA,NA
225202,Lafourche Parish,1992-01-01,2004-05-01,10,0,0,R,2012-10-01,NA,NA
220040,"Lake Charles, City of",2004-10-01,2012-05-01,8,10,5,C,2012-10-01,NA,NA
220113,Livingston Parish,1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
220248,"Lutcher, Town of",1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
220202,"Mandeville, Town of",1992-10-01,2008-10-01,7,15,5,C,2012-10-01,NA,NA
220136,"Monroe, City of",2003-10-01,2012-10-01,10,0,0,R,2012-10-01,NA,NA
220196,"Morgan City, City of",1991-10-01,2006-05-01,8,10,5,C,2012-10-01,NA,NA
225203,New Orleans/Orleans Parish,1991-10-01,2001-10-01,8,10,5,C,2012-10-01,NA,NA
220135,Ouachita Parish,2002-10-01,2008-05-01,9,5,5,C,2012-10-01,NA,NA
220119,"Port Vincent, Village of",1992-10-01,1997-10-01,10,0,0,R,2012-10-01,NA,NA
220008,"Rayne, City of",1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
220347,"Ruston, City of",1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
220106,"Scott, City of",2012-10-01,2012-10-01,8,10,5,C,2012-10-01,NA,NA
220036,"Shreveport, City of",1991-10-01,2008-05-01,7,15,5,C,2012-10-01,NA,NA
220204,"Slidell, City of",1992-10-01,2008-10-01,8,10,5,C,2012-10-01,NA,NA
220016,"Sorrento, Town of",1992-10-01,2008-05-01,9,5,5,C,2012-10-01,NA,NA
220160,St. Charles Parish,1991-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
220261,St. James Parish,1991-10-01,2012-05-01,7,15,5,C,2012-10-01,NA,NA
220164,St. John The Baptist Parish,1994-10-01,2010-05-01,8,10,5,C,2012-10-01,NA,NA
225205,St. Tammany Parish,1992-10-01,2011-05-01,7,15,5,C,2012-10-01,NA,NA
220206,Tangipahoa Parish,1996-10-01,1996-10-01,9,5,5,C,2012-10-01,NA,NA
225206,Terrebonne Parish,1992-10-01,2011-10-01,6,20,10,C,2012-10-01,NA,NA
220121,"Walker, Town of",1992-10-01,2008-05-01,9,5,5,C,2012-10-01,NA,NA
220239,West Baton Rouge Parish,1993-10-01,1996-10-01,8,10,5,C,2012-10-01,NA,NA
220094,"Westwego, City of",2007-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
220061,"Zachary, City of",1992-10-01,2012-10-01,7,15,5,C,2012-10-01,NA,NA
230191,"Alfred, Town of",1991-10-01,1993-10-01,8,10,5,C,2012-10-01,NA,NA
230208,"Arrowsic, Town of",1993-10-01,1993-10-01,9,5,5,C,2012-10-01,NA,NA
230001,"Auburn, City of",1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
230043,"Cape Elizabeth, Town of",1994-10-01,1994-10-01,9,5,5,C,2012-10-01,NA,NA
230116,"Dover-Foxcroft, Town of",2007-10-01,2007-10-01,9,5,5,C,2012-10-01,NA,NA
230057,"Farmington, Town of",1994-10-01,1994-10-01,9,5,5,C,2012-10-01,NA,NA
230018,"Fort Fairfield, Town of",2002-10-01,2002-10-01,8,10,5,C,2012-10-01,NA,NA
230209,"Georgetown, Town of",2001-10-01,2008-10-01,10,0,0,R,2012-10-01,NA,NA
230069,"Hallowell, City of",1996-10-01,2009-10-01,10,0,0,R,2012-10-01,NA,NA
230004,"Lewiston, City of",1993-10-01,1997-05-01,8,10,5,C,2012-10-01,NA,NA
230178,"Norridgewock, City of",1997-10-01,2007-10-01,10,0,0,R,2012-10-01,NA,NA
230632,"Ogunquit, Town of",1992-10-01,2003-05-01,8,10,5,C,2012-10-01,NA,NA
230153,"Old Orchard Beach, Town of",1993-10-01,2009-10-01,8,10,5,C,2012-10-01,NA,NA
230112,"Old Town, City of",2005-10-01,2005-10-01,8,10,5,C,2012-10-01,NA,NA
230120,"Phippsburg, Town of",1993-10-01,2008-10-01,10,0,0,R,2012-10-01,NA,NA
230051,"Portland, City of",1993-10-01,2009-05-01,9,5,5,C,2012-10-01,NA,NA
230155,"Saco, City of",1992-10-01,1999-10-01,8,10,5,C,2012-10-01,NA,NA
230128,"Skowhegan, Town of",1991-10-01,2003-10-01,8,10,5,C,2012-10-01,NA,NA
230157,"South Berwick, Town of",1994-10-01,2005-05-01,8,10,5,C,2012-10-01,NA,NA
230293,"Southwest Harbor, Town of",1996-10-01,2002-10-01,9,5,5,C,2012-10-01,NA,NA
230158,"Wells, Town of",1991-10-01,2011-10-01,10,0,0,R,2012-10-01,NA,NA
230159,"York, Town of",2001-10-01,2001-10-01,8,10,5,C,2012-10-01,NA,NA
240042,"Bel Air, Town of",1993-10-01,2012-10-01,7,15,5,C,2012-10-01,NA,NA
240011,Calvert County,1991-10-01,1996-10-01,10,0,0,R,2012-10-01,NA,NA
240130,Caroline County,1996-10-01,1996-10-01,9,5,5,C,2012-10-01,NA,NA
240015,Carroll County,2007-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
240030,"Frederick, City of",2012-10-01,2012-10-01,7,15,5,C,2012-10-01,NA,NA
240040,Harford County,1991-10-01,2000-10-01,7,15,5,C,2012-10-01,NA,NA
240043,"Havre de Grace, City of",2009-05-01,2011-10-01,8,10,5,C,2012-10-01,NA,NA
240044,Howard County,2007-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
240012,"North Beach, City of",1992-01-01,2008-10-01,10,0,0,R,2012-10-01,NA,NA
245207,"Ocean City, Town of",1992-10-01,2002-10-01,7,15,5,C,2012-10-01,NA,NA
245208,Prince George’s County,1991-10-01,2001-10-01,5,25,10,C,2012-10-01,NA,NA
250286,"Boston, City of",1992-10-01,1997-10-01,10,0,0,R,2012-10-01,NA,NA
250233,"Braintree, Town of",1992-10-01,2008-05-01,9,5,5,C,2012-10-01,NA,NA
250004,"Chatham, Town of",1992-10-01,1993-10-01,8,10,5,C,2012-10-01,NA,NA
250082,"Gloucester, City of",1992-10-01,1997-10-01,10,0,0,R,2012-10-01,NA,NA
250008,"Harwich, Town of",1995-10-01,1995-10-01,9,5,5,C,2012-10-01,NA,NA
250085,"Haverhill, City of",1992-10-01,1992-10-01,9,5,5,C,2012-10-01,NA,NA
250269,"Hull, Town of",2008-05-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
250273,"Marshfield, Town of",1991-10-01,2007-05-01,8,10,5,C,2012-10-01,NA,NA
250167,"Northampton, City of",2003-05-01,2010-10-01,10,0,0,R,2012-10-01,NA,NA
250060,"Norton, Town of",1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
250010,"Orleans, City of",1993-10-01,1993-10-01,9,5,5,C,2012-10-01,NA,NA
250278,"Plymouth, Town of",1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
255218,"Provincetown, Town of",2011-10-01,2011-10-01,9,5,5,C,2012-10-01,NA,NA
255219,"Quincy, City of",1993-10-01,2012-10-01,8,10,5,C,2012-10-01,NA,NA
250282,"Scituate, Town of",1991-10-01,2009-05-01,8,10,5,C,2012-10-01,NA,NA
250218,"Tewksbury, Town of",1993-10-01,2009-10-01,10,0,0,R,2012-10-01,NA,NA
250349,"Worcester, City of",1995-10-01,1995-10-01,9,5,5,C,2012-10-01,NA,NA
260142,"Bedford, Township of",2002-05-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
260467,Brooks Township,2011-10-01,2011-10-01,8,10,5,C,2012-10-01,NA,NA
260473,"Commerce, Township of",2003-05-01,2009-05-01,8,10,5,C,2012-10-01,NA,NA
260221,"Dearborn Heights, City of",1992-10-01,2008-05-01,7,15,5,C,2012-10-01,NA,NA
260172,"Farmington Hills, City of",1994-10-01,1995-10-01,10,0,0,R,2012-10-01,NA,NA
260657,"Fraser, Township of",2003-05-01,2003-05-01,9,5,5,C,2012-10-01,NA,NA
260226,"Gibraltar, City of",1992-10-01,2002-10-01,8,10,5,C,2012-10-01,NA,NA
260118,"Hamburg, Township of",1999-10-01,1999-10-01,8,10,5,C,2012-10-01,NA,NA
260150,"Luna Pier, City of",2002-05-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
260140,"Midland, City of",1992-10-01,2008-10-01,5,25,10,C,2012-10-01,NA,NA
260175,"Novi, City of",1999-10-01,1999-10-01,7,15,5,C,2012-10-01,NA,NA
260185,"Park, Township of",2003-05-01,2003-05-01,9,5,5,C,2012-10-01,NA,NA
260109,Plainfield Township,2010-05-01,2010-05-01,9,5,5,C,2012-10-01,NA,NA
260577,"Portage, City of",1992-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
260402,Richfield Township,2011-05-01,2011-05-01,8,10,5,C,2012-10-01,NA,NA
260190,"Saginaw, Charter Township of",2006-10-01,2011-05-01,8,10,5,C,2012-10-01,NA,NA
260305,"Saugatuck, City of",2006-10-01,2006-10-01,8,10,5,C,2012-10-01,NA,NA
260126,"Shelby, Charter Township of",2011-10-01,2011-10-01,7,15,5,C,2012-10-01,NA,NA
260128,"Sterling Heights, City of",1995-10-01,2005-05-01,7,15,5,C,2012-10-01,NA,NA
260243,"Sumpter, Township of",1995-10-01,2004-10-01,10,0,0,R,2012-10-01,NA,NA
260728,"Taylor, City of",2003-05-01,2009-10-01,8,10,5,C,2012-10-01,NA,NA
260503,"Taymouth, Township of",2003-05-01,2009-10-01,8,10,5,C,2012-10-01,NA,NA
260208,"Vassar, City of",2006-10-01,2006-10-01,6,20,10,C,2012-10-01,NA,NA
260285,"Zilwaukee, City of",2004-05-01,2004-05-01,8,10,5,C,2012-10-01,NA,NA
275228,"Austin, City of",1991-10-01,2008-05-01,5,25,10,C,2012-10-01,NA,NA
275236,"East Grand Forks, City of",1991-10-01,1998-10-01,10,0,0,R,2012-10-01,NA,NA
275240,"Lake St. Croix Beach, City of",1995-10-01,2011-10-01,6,20,10,C,2012-10-01,NA,NA
275243,"Montevideo, City of",2010-05-01,2010-05-01,5,25,10,C,2012-10-01,NA,NA
275244,"Moorhead, City of",2010-05-01,2010-05-01,7,15,5,C,2012-10-01,NA,NA
270307,Mower County,1995-10-01,2000-04-01,8,10,5,C,2012-10-01,NA,NA
275246,"Rochester, City of",1991-10-01,1996-10-01,10,0,0,R,2012-10-01,NA,NA
270729,"West St. Paul, City of",1991-10-01,1996-10-01,10,0,0,R,2012-10-01,NA,NA
285251,"Bay St. Louis, City of",1995-10-01,2000-10-01,7,15,5,C,2012-10-01,NA,NA
285252,"Biloxi, City of",1996-10-01,2009-05-01,6,20,10,C,2012-10-01,NA,NA
280109,"Canton, City of",2012-10-01,2012-10-01,9,5,5,C,2012-10-01,NA,NA
280016,"Cleveland, City of",1993-10-01,1999-04-01,8,10,5,C,2012-10-01,NA,NA
280336,"D’lberville, City of",2007-10-01,2010-10-01,5,25,10,C,2012-10-01,NA,NA
280332,"Gautier, City of",1994-10-01,2010-10-01,7,15,5,C,2012-10-01,NA,NA
280179,"Greenville, City of",1993-10-01,2003-05-01,8,10,5,C,2012-10-01,NA,NA
285253,"Gulfport, City of",1996-10-01,2011-10-01,6,20,10,C,2012-10-01,NA,NA
285255,Harrison County,2003-10-01,2003-10-01,8,10,5,C,2012-10-01,NA,NA
280053,"Hattiesburg, City of",1994-10-01,2010-05-01,6,20,10,C,2012-10-01,NA,NA
280292,"Hernando, City of",2011-10-01,2011-10-01,9,5,5,C,2012-10-01,NA,NA
280070,Hinds County,1993-10-01,1993-10-01,9,5,5,C,2012-10-01,NA,NA
280072,"Jackson, City of",1991-10-01,1996-10-01,8,10,5,C,2012-10-01,NA,NA
285256,Jackson County,2011-10-01,2011-10-01,9,5,5,C,2012-10-01,NA,NA
280304,Lamar County,2008-10-01,2012-05-01,8,10,5,C,2012-10-01,NA,NA
285257,"Long Beach, City of",2000-10-01,2008-10-01,7,15,5,C,2012-10-01,NA,NA
280229,"Madison, City of",1996-10-01,2001-10-01,8,10,5,C,2012-10-01,NA,NA
280096,"Meridian, City of",1992-10-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
285259,"Ocean Springs, City of",1992-10-01,2008-05-01,7,15,5,C,2012-10-01,NA,NA
280094,"Oxford, City of",2012-05-01,2012-05-01,8,10,5,C,2012-10-01,NA,NA
280125,Panola County,2012-05-01,2012-05-01,8,10,5,C,2012-10-01,NA,NA
285260,"Pascagoula, City of",2007-10-01,2011-10-01,5,25,10,C,2012-10-01,NA,NA
285261,"Pass Christian, City of",1993-10-01,2003-10-01,6,20,10,C,2012-10-01,NA,NA
280129,Pearl River County,2012-10-01,2012-10-01,8,10,5,C,2012-10-01,NA,NA
280130,"Picayune, City of",2008-05-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
280110,"Ridgeland, City of",1994-10-01,2011-05-01,6,20,10,C,2012-10-01,NA,NA
280124,"Starkville, City of",2012-05-01,2012-05-01,9,5,5,C,2012-10-01,NA,NA
280300,Stone County,2010-10-01,2010-10-01,8,10,5,C,2012-10-01,NA,NA
280100,"Tupelo, City of",2003-05-01,2003-05-01,8,10,5,C,2012-10-01,NA,NA
280176,"Vicksburg, City of",1993-10-01,2012-05-01,6,20,10,C,2012-10-01,NA,NA
285262,"Waveland, City of",1993-10-01,2006-10-01,5,25,10,C,2012-10-01,NA,NA
290188,"Arnold, City of",1991-10-01,2004-05-01,10,0,0,R,2012-10-01,NA,NA
290351,"Ferguson, City of",1995-10-01,2001-04-01,10,0,0,R,2012-10-01,NA,NA
290223,"Hannibal, City of",2011-05-01,2011-05-01,8,10,5,C,2012-10-01,NA,NA
290172,"Independence, City of",1991-10-01,2001-10-01,7,15,5,C,2012-10-01,NA,NA
290173,"Kansas City, City of",2009-10-01,2009-10-01,9,5,5,C,2012-10-01,Kansas,KS
290362,"Kirkwood, City of",1991-10-01,1996-10-01,10,0,0,R,2012-10-01,NA,NA
290475,Platte County,2009-05-01,2010-05-01,5,25,10,C,2012-10-01,NA,NA
290315,St. Charles County,2001-10-01,2008-05-01,7,15,5,C,2012-10-01,NA,NA
300009,"Belt, Town of",1991-10-01,1992-10-01,8,10,5,C,2012-10-01,NA,NA
300028,"Bozeman, City of",1992-10-01,2009-10-01,8,10,5,C,2012-10-01,NA,NA
300008,Cascade County,1991-10-01,2012-10-01,9,5,5,C,2012-10-01,NA,NA
300108,"Circle, Town of",1991-10-01,1993-10-01,8,10,5,C,2012-10-01,NA,NA
300023,Flathead County,1993-10-01,2007-10-01,8,10,5,C,2012-10-01,NA,NA
300010,"Great Falls, City of",1991-10-01,2006-10-01,8,10,5,C,2012-10-01,NA,NA
300038,Lewis and Clark County,1991-10-01,2002-10-01,8,10,5,C,2012-10-01,NA,NA
300014,"Miles City, City of",1991-10-01,1994-10-01,9,5,5,C,2012-10-01,NA,NA
300049,"Missoula, City of",1991-10-01,2002-05-01,8,10,5,C,2012-10-01,NA,NA
300048,Missoula County,1991-10-01,2002-05-01,8,10,5,C,2012-10-01,NA,NA
300029,"Three Forks, Town of",1993-10-01,1998-10-01,8,10,5,C,2012-10-01,NA,NA
300142,Yellowstone County,2003-05-01,2003-05-01,8,10,5,C,2012-10-01,NA,NA
310187,"DeWitt, Village of",2011-05-01,2011-05-01,9,5,5,C,2012-10-01,NA,NA
315274,"Omaha, City of",2012-05-01,2012-05-01,9,5,5,C,2012-10-01,NA,NA
315275,"Papillion, City of",2010-10-01,2010-10-01,8,10,5,C,2012-10-01,NA,NA
310069,"Fremont, City of",1991-10-01,1991-10-01,9,5,5,C,2012-10-01,NA,NA
315273,"Lincoln, City of",1991-10-01,2009-10-01,6,20,10,C,2012-10-01,NA,NA
310078,"Valley, City of",2008-10-01,2008-10-01,8,10,5,C,2012-10-01,NA,NA
320001,"Carson City, City of",1994-10-01,2009-10-01,6,20,10,C,2012-10-01,NA,NA
320003,Clark County,1992-10-01,2008-05-01,6,20,10,C,2012-10-01,NA,NA
320008,Douglas County,1993-10-01,2004-10-01,6,20,10,C,2012-10-01,NA,NA
320005,"Henderson, City of",1991-10-01,2008-05-01,6,20,10,C,2012-10-01,NA,NA
320013,Lander County,2012-10-01,2012-10-01,8,10,5,C,2012-10-01,NA,NA
325276,"Las Vegas, City of",1991-10-01,2008-05-01,6,20,10,C,2012-10-01,NA,NA
320035,"Mesquite, City of",2002-10-01,2007-05-01,7,15,5,C,2012-10-01,NA,NA
320007,"North Las Vegas, City of",1991-10-01,2008-05-01,6,20,10,C,2012-10-01,NA,NA
320033,Storey County,1994-10-01,1999-10-01,8,10,5,C,2012-10-01,NA,NA
320019,Washoe County,2009-05-01,2009-05-01,7,15,5,C,2012-10-01,NA,NA
330023,"Keene, City of",2002-05-01,2008-05-01,8,10,5,C,2012-10-01,NA,NA
330024,"Marlborough, Town of",1994-10-01,1994-10-01,9,5,5,C,2012-10-01,NA,NA
330101,"Peterborough, Town of",2004-05-01,2004-05-01,8,10,5,C,2012-10-01,NA,NA
330141,"Rye, Town of",2005-05-01,2010-10-01,10,0,0,R,2012-10-01,NA,NA
330028,"Winchester, Town of",2002-05-01,2002-05-01,9,5,5,C,2012-10-01,NA,NA
340312,"Aberdeen, Township of",2010-05-01,2010-05-01,9,5,5,C,2012-10-01,NA,NA
345278,"Atlantic City, City of",1992-10-01,2000-10-01,9,5,5,C,2012-10-01,NA,NA
345279,"Avalon, Borough of",1996-10-01,2007-10-01,6,20,10,C,2012-10-01,NA,NA
340396,"Barnegat, Township of",1992-10-01,1997-10-01,10,0,0,R,2012-10-01,NA,NA
345280,"Barnegat Light, Borough of",1992-10-01,2001-10-01,8,10,5,C,2012-10-01,NA,NA
345281,"Bay Head, Borough of",1993-10-01,1998-10-01,8,10,5,C,2012-10-01,NA,NA
345282,"Beach Haven, Borough of",1991-10-01,2011-05-01,6,20,10,C,2012-10-01,NA,NA
340427,"Bedminster, Township of",1996-10-01,2007-05-01,6,20,10,C,2012-10-01,NA,NA
340369,"Berkeley, Township of",1992-10-01,2008-10-01,7,15,5,C,2012-10-01,NA,NA
340459,"Berkeley Heights, Township of",1994-10-01,1999-04-01,10,0,0,R,2012-10-01,NA,NA
340428,"Bernards, Township of",2010-10-01,2010-10-01,8,10,5,C,2012-10-01,NA,NA
340178,"Bloomfield, Township of",1992-10-01,1997-10-01,10,0,0,R,2012-10-01,NA,NA
340289,"Bradley Beach, Borough of",1995-10-01,2000-10-01,7,15,5,C,2012-10-01,NA,NA
345286,"Brigantine, City of",1992-10-01,2009-10-01,6,20,10,C,2012-10-01,NA,NA
345287,"Burlington, City of",1998-04-01,2003-10-01,8,10,5,C,2012-10-01,NA,NA
345288,"Cape May City, City of",1994-10-01,1999-10-01,8,10,5,C,2012-10-01,NA,NA
345289,"Cape May Point, Borough of",1993-10-01,1994-10-01,7,15,5,C,2012-10-01,NA,NA
345292,"Denville, Township of",2011-10-01,2011-10-01,9,5,5,C,2012-10-01,NA,NA
340031,"Englewood, City of",1991-10-01,2001-10-01,10,0,0,R,2012-10-01,NA,NA
340434,"Franklin, Township of",2010-05-01,2010-05-01,7,15,5,C,2012-10-01,NA,NA
340037,"Garfield, City of",2012-05-01,2012-05-01,9,5,5,C,2012-10-01,NA,NA
340204,"Greenwich, Township of",2007-05-01,2007-05-01,9,5,5,C,2012-10-01,NA,NA
340246,"Hamilton, Township of",1992-10-01,2002-10-01,8,10,5,C,2012-10-01,NA,NA
345296,"Harvey Cedars, Borough of",1991-10-01,1999-10-01,8,10,5,C,2012-10-01,NA,NA
340298,Hazlet Township,2011-05-01,2011-05-01,8,10,5,C,2012-10-01,NA,NA
340376,"Lacey, Township of",1992-10-01,1993-10-01,10,0,0,R,2012-10-01,NA,NA
340237,"Lambertville, City of",2012-05-01,2012-05-01,8,10,5,C,2012-10-01,NA,NA
340379,"Lavallette, Borough of",2004-05-01,2005-05-01,8,10,5,C,2012-10-01,NA,NA
345300,"Lincoln Park, Borough of",1991-10-01,2006-10-01,10,0,0,R,2012-10-01,NA,NA
340467,"Linden, City of",1991-10-01,2002-10-01,8,10,5,C,2012-10-01,NA,NA
340401,"Little Falls, Township of",2010-05-01,2010-05-01,9,5,5,C,2012-10-01,NA,NA
340046,"Little Ferry, Borough of",1993-10-01,1994-10-01,10,0,0,R,2012-10-01,NA,NA
340047,"Lodi, Borough of",1992-10-01,1993-10-01,10,0,0,R,2012-10-01,NA,NA
