"340559#","MONTAGUE, TOWNSHIP OF",,"SUSSEX COUNTY",,,="03/28/75",,="03/04/83",,="09/29/11",,="03/04/83",,,"No"
"340188B","MONTCLAIR, TOWNSHIP OF",,"ESSEX COUNTY",,,="03/09/73",,="09/15/77",,="04/03/20(>)",,="09/15/77",,,"No"
"340439B","MONTGOMERY, TOWNSHIP OF",,"SOMERSET COUNTY",,,="07/26/74",,="04/01/81",,"11/04/16",,="04/01/81",,,"No"
"340052B","MONTVALE, BOROUGH OF",,"BERGEN COUNTY",,,="09/06/74",,="06/15/81",,="08/28/19",,="06/15/81",,,"No"
"340349#","MONTVILLE, TOWNSHIP OF",,"MORRIS COUNTY",,,"12/28/73",,="02/15/80",,="08/19/85",,="02/15/80",,,"No"
"340053B","MOONACHIE, BOROUGH OF",,"BERGEN COUNTY",,,="06/28/74",,="03/18/83",,="08/28/19",,="03/18/83",,,"No"
"340105B","MOORESTOWN, TOWNSHIP OF",,"BURLINGTON COUNTY",,,="03/16/73",,="02/11/72",,="08/28/19",,="09/15/78",,,"No"
"340351#","MORRIS PLAINS, BOROUGH OF",,"MORRIS COUNTY",,,="06/28/74",,="06/01/81",,="07/05/00",,="06/01/81",,,"No"
"340350#","MORRIS, TOWNSHIP OF",,"MORRIS COUNTY",,,="05/31/74",,="06/01/81",,="06/01/81",,="06/01/81",,,"No"
"340352#","MORRISTOWN, TOWN OF",,"MORRIS COUNTY",,,="02/01/74",,="05/19/81",,="07/03/86",,="05/19/81",,,"No"
"340541","MOUNT ARLINGTON, BOROUGH OF",,"MORRIS COUNTY",,,="04/11/75",,"10/26/79",,"10/26/79(M)",,"10/26/79",,,"No"
"340140C","MOUNT EPHRAIM, BOROUGH OF",,"CAMDEN COUNTY",,,="06/21/74",,="09/01/78",,="08/17/16",,="09/01/78",,,"No"
"340106B","MOUNT HOLLY, TOWNSHIP OF",,"BURLINGTON COUNTY",,,="04/20/73",,="08/01/79",,"12/21/17",,="08/01/79",,,"No"
"340107B","MOUNT LAUREL, TOWNSHIP OF",,"BURLINGTON COUNTY",,,="01/09/74",,="03/02/81",,="08/28/19",,="03/02/81",,,"No"
"340353#","MOUNT OLIVE, TOWNSHIP OF",,"MORRIS COUNTY",,,="01/16/74",,="05/15/85",,="05/15/85",,="05/15/85",,,"No"
"340468#","MOUNTAINSIDE, BOROUGH OF",,"UNION COUNTY",,,,,="02/16/77",,="09/20/06",,="02/16/77",,,"No"
"340517A","MULLICA, TOWNSHIP OF",,"ATLANTIC COUNTY",,,"11/01/74",,="03/01/82",,="08/28/18",,="03/01/82",,,"No"
"340209B","NATIONAL PARK, BOROUGH OF",,"GLOUCESTER COUNTY",,,="04/12/74",,="09/02/82",,="08/17/16",,="09/02/82",,,"No"
"340316#","NEPTUNE CITY, BOROUGH OF",,"MONMOUTH COUNTY",,,="06/28/74",,="08/11/78",,="09/25/09",,="08/11/78",,,"No"
,,"Page 252 of ",," 527",,,,,,,,,="03/04/2020",,
"Federal Emergency Management Agency",,,,,,,,,,,,,,,
"Community Status Book Report",,,,,,,,,,,,,,,
"Nation",,,,,,,,,,,,,,,
"Communities Participating in the National Flood Program",,,,,,,,,,,,,,,
"CID","Community Name",,"County",,"Init FHBM
Identified",,"Init FIRM
Identified",,"Curr Eff
Map Date",,"Reg-Emer Date",,,"Tribal",
"340317#","NEPTUNE, TOWNSHIP OF",,"MONMOUTH COUNTY",,,="07/13/73",,="02/16/77",,="09/25/09",,="02/16/77",,,"No"
"340354#","NETCONG, BOROUGH OF",,"MORRIS COUNTY",,,="05/03/74",,="08/02/82",,="08/02/82",,="08/02/82",,,"No"
"340270#","NEW BRUNSWICK, CITY OF",,"MIDDLESEX COUNTY",,,="06/15/73",,"12/04/79",,="07/06/10",,"12/04/79",,,"No"
"340108B","NEW HANOVER, TOWNSHIP OF",,"BURLINGTON COUNTY",,,="08/09/74",,="05/11/79",,"12/21/17(M)",,="05/11/79",,,"No"
"340570B","NEW JERSEY MEADOWLANDS COMMISSION",,"BERGEN COUNTY",,,"10/08/76",,"12/15/82",,="08/28/19",,"12/15/82",,,"No"
,"The Hackensack Meadowlands Commission was renamed the New Jersey Meadowlands Commission on August 27, 2001.",,,,,,,,,,,,,,
"340054B","NEW MILFORD, BOROUGH OF",,"BERGEN COUNTY",,,,,="04/01/77",,="08/28/19",,="04/01/77",,,"No"
"345306#","NEW PROVIDENCE, BOROUGH OF",,"UNION COUNTY",,,,,"11/23/73",,="09/20/06",,"11/23/73",,,"No"
"340189B","NEWARK, CITY OF",,"ESSEX COUNTY",,,="03/15/74",,="03/28/80",,="04/03/20(>)",,="03/28/80",,,"No"
"340453#","NEWTON, TOWN OF",,"SUSSEX COUNTY",,,="06/28/74",,="04/18/83",,="09/29/11",,="04/18/83",,,"No"
"340055B","NORTH ARLINGTON, BOROUGH OF",,"BERGEN COUNTY",,,="03/29/74",,="04/03/78",,="08/28/19",,="04/03/78",,,"No"
"340225#","NORTH BERGEN, TOWNSHIP OF",,"HUDSON COUNTY",,,="06/28/74",,="09/30/82",,="08/16/06",,="09/30/82",,,"No"
," Spoke with Building offical towns in a flood zone floods all the time (below sea level) can only inspect on dry days.  Brian Ribarro zoning and construction code offical.  Tried to follow up on the ordinance and map adoption but borough clerk was no",,,,,,,,,,,,,,
"340271#","NORTH BRUNSWICK, TOWNSHIP OF",,"MIDDLESEX COUNTY",,,="06/28/74",,="05/01/80",,="07/06/10",,="05/01/80",,,"No"
"340190B","NORTH CALDWELL, BOROUGH OF",,"ESSEX COUNTY",,,="06/07/74",,="04/03/85",,="04/03/20(>)",,="04/03/85",,,"No"
"340402B","NORTH HALEDON, BOROUGH OF",,"PASSAIC COUNTY",,,="05/31/74",,="07/02/81",,="04/17/20(>)",,="07/02/81",,,"No"
"340109B","NORTH HANOVER, TOWNSHIP OF",,"BURLINGTON COUNTY",,,="07/19/74",,="08/03/79",,"12/21/17",,="08/03/79",,,"No"
"345307#","NORTH PLAINFIELD, BOROUGH OF",,"SOMERSET COUNTY",,,="08/20/71",,="08/20/71",,="09/28/07",,="08/20/71",,,"No"
"345308A","NORTH WILDWOOD, CITY OF",,"CAPE MAY COUNTY",,,="03/06/71",,="03/06/71",,"10/05/17",,="03/05/71",,,"No"
"340014#","NORTHFIELD, CITY OF",,"ATLANTIC COUNTY",,,="06/28/74",,"11/02/79",,="01/19/83(M)",,"11/02/79",,,"No"
"340056B","NORTHVALE, BOROUGH OF",,"BERGEN COUNTY",,,="08/31/73",,="01/20/82",,="08/28/19",,="01/20/82",,,"No"
"340057B","NORWOOD, BOROUGH OF",,"BERGEN COUNTY",,,="01/16/74",,="04/18/83",,="08/28/19",,="04/18/83",,,"No"
"340191B","NUTLEY,TOWNSHIP OF",,"ESSEX COUNTY",,,="05/25/73",,="04/15/77",,="04/03/20(>)",,="04/15/77",,,"No"
"345309B","OAKLAND, BOROUGH OF",,"BERGEN COUNTY",,,,,="06/30/70",,="08/28/19",,="06/30/70",,,"No"
"340141C","OAKLYN, BOROUGH OF",,"CAMDEN COUNTY",,,="02/22/74",,"11/03/78",,="08/17/16",,"11/03/78",,,"No"
"345310A","OCEAN CITY, CITY OF",,"CAPE MAY COUNTY",,,="04/17/70",,="04/17/70",,"10/05/17",,"11/27/70",,,"No"
"340384#","OCEAN GATE, BOROUGH OF",,"OCEAN COUNTY",,,="05/31/74",,="05/19/81",,="09/29/06",,="05/19/81",,,"No"
"340518#","OCEAN, TOWNSHIP OF",,"OCEAN COUNTY",,,="02/28/75",,="01/06/83",,="09/29/06",,="01/06/83",,,"No"
"340319#","OCEAN, TOWNSHIP OF",,"MONMOUTH COUNTY",,,="06/01/73",,"10/14/77",,="09/25/09",,"10/14/77",,,"No"
"340320B","OCEANPORT, BOROUGH OF",,"MONMOUTH COUNTY",,,="05/11/73",,="02/16/77",,="06/20/18",,="02/16/77",,,"No"
"340454#","OGDENSBURG, BOROUGH OF",,"SUSSEX COUNTY",,,="05/17/74",,="09/05/84",,="09/29/11",,="09/05/84",,,"No"
"340265#","OLD BRIDGE, TOWNSHIP OF",,"MIDDLESEX COUNTY",,,="06/28/74",,"11/15/85",,="07/06/10",,"11/15/85",,,"No"
"340059B","OLD TAPPAN, BOROUGH OF",,"BERGEN COUNTY",,,="06/22/73",,="04/15/77",,="08/28/19",,="04/15/77",,,"No"
"340418A","OLDMANS, TOWNSHIP OF",,"SALEM COUNTY",,,="08/02/74",,="01/07/83",,="06/16/16",,="01/07/83",,,"No"
"340060B","ORADELL, BOROUGH OF",,"BERGEN COUNTY",,,="06/15/73",,="03/15/77",,="08/28/19",,="03/15/77",,,"No"
"340192B","ORANGE TOWNSHIP, CITY OF",,"ESSEX COUNTY",,,"11/26/76",,="06/15/84",,="04/03/20(>)",,="06/15/84",,,"No"
"340492#","OXFORD, TOWNSHIP OF",,"WARREN COUNTY",,,="06/21/74",,="03/11/83",,="09/29/11(M)",,="03/11/83",,,"No"
"340061B","PALISADES PARK, BOROUGH OF",,"BERGEN COUNTY",,,"12/28/73",,="06/01/82",,="08/28/19",,="06/01/82",,,"No"
"340110B","PALMYRA, BOROUGH OF",,"BURLINGTON COUNTY",,,="03/15/74",,="06/01/78",,"12/21/17",,="06/01/78",,,"No"
"340062B","PARAMUS, BOROUGH OF",,"BERGEN COUNTY",,,="08/31/73",,="06/01/84",,="08/28/19",,="06/01/84",,,"No"
"340063B","PARK RIDGE, BOROUGH OF",,"BERGEN COUNTY",,,="01/18/74",,="05/05/81",,="08/28/19",,="05/05/81",,,"No"
"340355#","PARSIPPANY-TROY HILLS, TOWNSHIP OF",,"MORRIS COUNTY",,,="06/21/74",,="02/19/86",,="02/19/86",,="02/19/86",,,"No"
"340403B","PASSAIC, CITY OF",,"PASSAIC COUNTY",,,="08/31/73",,="09/28/79",,="04/17/20(>)",,="09/28/79",,,"No"
"340404B","PATERSON, CITY OF",,"PASSAIC COUNTY",,,="06/01/73",,="02/16/77",,="04/17/20(>)",,="02/16/77",,,"No"
,,"Page 253 of ",," 527",,,,,,,,,="03/04/2020",,
"Federal Emergency Management Agency",,,,,,,,,,,,,,,
"Community Status Book Report",,,,,,,,,,,,,,,
"Nation",,,,,,,,,,,,,,,
"Communities Participating in the National Flood Program",,,,,,,,,,,,,,,
"CID","Community Name",,"County",,"Init FHBM
Identified",,"Init FIRM
Identified",,"Curr Eff
Map Date",,"Reg-Emer Date",,,"Tribal",
"340210B","PAULSBORO, BOROUGH OF",,"GLOUCESTER COUNTY",,,="08/09/74",,="09/02/82",,="08/17/16",,="09/02/82",,,"No"
"340441#","PEAPACK AND GLADSTONE, BOROUGH OF",,"SOMERSET COUNTY",,,="03/01/74",,"12/15/77",,="09/28/07",,"12/15/77",,,"No"
"340111B","PEMBERTON, BOROUGH OF",,"BURLINGTON COUNTY",,,="08/20/76",,="09/14/79",,"12/21/17",,"11/05/79",,,"No"
"340112B","PEMBERTON, TOWNSHIP OF",,"BURLINGTON COUNTY",,,"12/13/74",,="03/04/80",,"12/21/17",,="03/04/80",,,"No"
"340251A","PENNINGTON, BOROUGH OF",,"MERCER COUNTY",,,="08/24/73",,="06/25/76",,="07/20/16",,="06/25/76",,,"No"
"340419A","PENNS GROVE, BOROUGH OF",,"SALEM COUNTY",,,="06/28/74",,="07/05/82",,="06/16/16",,="07/05/82",,,"No"
"340142C","PENNSAUKEN, TOWNSHIP OF",,"CAMDEN COUNTY",,,="01/16/74",,="04/15/77",,="08/17/16",,="04/15/77",,,"No"
"340512A","PENNSVILLE, TOWNSHIP OF",,"SALEM COUNTY",,,="09/13/74",,"12/15/82",,="06/16/16",,"12/15/82",,,"No"
"345311#","PEQUANNOCK, TOWNSHIP OF",,"MORRIS COUNTY",,,,,="05/21/71",,="09/17/92",,="05/21/71",,,"No"
"340272#","PERTH AMBOY, CITY OF",,"MIDDLESEX COUNTY",,,="06/21/74",,"12/18/79",,="07/06/10",,"12/18/79",,,"No"
"340493#","PHILLIPSBURG, TOWN OF",,"WARREN COUNTY",,,="04/13/73",,="01/16/81",,="09/29/11",,="01/16/81",,,"No"
"340420A","PILESGROVE, TOWNSHIP OF",,"SALEM COUNTY",,,"11/29/74",,"10/21/83",,="06/16/16",,"10/21/83",,,"No"
"340385#","PINE BEACH, BOROUGH OF",,"OCEAN COUNTY",,,="06/28/74",,="08/11/78",,="09/29/06",,="08/11/78",,,"No"
"340143#","PINE HILL, BOROUGH OF",,"CAMDEN COUNTY",,,="06/21/74",,="02/24/78",,="06/16/09(M)",,="02/24/78",,,"No"
"340365#","PINE VALLEY, BOROUGH OF",,"CAMDEN COUNTY",,,,,="09/28/07",,="06/16/09(M)",,="09/16/09",,,"No"
"340274#","PISCATAWAY, TOWNSHIP OF",,"MIDDLESEX COUNTY",,,="06/28/74",,="01/18/84",,="07/06/10",,="01/18/84",,,"No"
," Lyn Evers is the part time administrator.  Rich Kosenski  VP of T & M Engineering is the Flood Plain Administrator.  Spoke with John Connolly the zoning offical, a co-worker is looking for literature and training.  We will send the literature but I ",,,,,,,,,,,,,,
"340211#","PITMAN, BOROUGH OF",,"GLOUCESTER COUNTY",,,="03/15/74",,="04/01/83",,="01/20/10",,="04/01/83",,,"No"
"340421A","PITTSGROVE, TOWNSHIP OF",,"SALEM COUNTY",,,="07/19/74",,"11/18/83",,="06/16/16",,"11/18/83",,,"No"
"345312#","PLAINFIELD, CITY OF",,"UNION COUNTY",,,,,="06/25/71",,="09/20/06",,="06/25/71",,,"No"
"340275#","PLAINSBORO, TOWNSHIP OF",,"MIDDLESEX COUNTY",,,="05/31/74",,="06/19/85",,="07/06/10",,="06/19/85",,,"No"
"340015#","PLEASANTVILLE, CITY OF",,"ATLANTIC COUNTY",,,="05/31/74",,="01/19/83",,="01/19/83",,="01/19/83",,,"No"
"340386#","PLUMSTED, TOWNSHIP OF",,"OCEAN COUNTY",,,="06/28/74",,="09/30/81",,="09/29/06",,="09/30/81",,,"No"
"340494#","POHATCONG, TOWNSHIP OF",,"WARREN COUNTY",,,="08/16/74",,="09/30/81",,="09/29/11",,="09/30/81",,,"No"
"340388B","POINT PLEASANT BEACH, BOROUGH OF",,"OCEAN COUNTY",,,"11/23/73",,="06/15/79",,="06/20/18",,="06/15/79",,,"No"
"345313B","POINT PLEASANT, BOROUGH OF",,"OCEAN COUNTY",,,,,="07/02/72",,="06/20/18",,="07/07/72",,,"No"
"345528B","POMPTON LAKES, BORO OF",,"PASSAIC COUNTY",,,="06/02/70",,="06/02/70",,="04/17/20(>)",,="09/04/70",,,"No"
"340016#","PORT REPUBLIC, CITY OF",,"ATLANTIC COUNTY",,,="08/23/74",,="07/15/83",,="07/15/92",,="07/05/83",,,"No"
"340252A","PRINCETON, BOROUGH OF",,"MERCER COUNTY",,,="06/15/73",,"12/04/84",,="07/20/16",,"12/04/84",,,"No"
,"The Township and Borough of Princeon New Jersey has merged to form one community which will be known as the Borough of Princeton, Mercer County, New Jersey under CID 340252.  CID 340253 is now defunct and the policies associated with CID 340253 shoul",,,,,,,,,,,,,,
"340406B","PROSPECT PARK, BOROUGH OF",,"PASSAIC COUNTY",,,="05/03/74",,="04/03/78",,="04/17/20(>)",,="04/03/78",,,"No"
"340422A","QUINTON, TOWNSHIP OF",,"SALEM COUNTY",,,="08/09/74",,="04/15/83",,="06/16/16",,="04/15/83",,,"No"
"345314#","RAHWAY, CITY OF",,"UNION COUNTY",,,,,"12/23/71",,="09/20/06",,"12/17/71",,,"No"
"340064B","RAMSEY, BOROUGH OF",,"BERGEN COUNTY",,,="01/09/74",,="09/02/81",,="08/28/19",,="09/02/81",,,"No"
"340358#","RANDOLPH, TOWNSHIP OF",,"MORRIS COUNTY",,,="02/15/74",,"12/18/79",,="06/18/87",,"12/18/79",,,"No"
"340442#","RARITAN, BOROUGH OF",,"SOMERSET COUNTY",,,="05/03/74",,"12/15/81",,="09/28/07",,"12/15/81",,,"No"
"340240#","RARITAN, TOWNSHIP OF",,"HUNTERDON COUNTY",,,="07/26/74",,"11/15/85",,="09/25/09",,"11/15/85",,,"No"
"340514#","READINGTON, TOWNSHIP OF",,"HUNTERDON COUNTY",,,="07/08/77",,="02/15/85",,="09/25/09",,="02/15/85",,,"No"
"340321B","RED BANK, BOROUGH OF",,"MONMOUTH COUNTY",,,="03/08/74",,="05/19/81",,="06/20/18",,="05/19/81",,,"No"
"340066B","RIDGEFIELD PARK, VILLAGE OF",,"BERGEN COUNTY",,,="06/28/74",,"10/15/82",,="08/28/19",,"10/15/82",,,"No"
"340065B","RIDGEFIELD, BOROUGH OF",,"BERGEN COUNTY",,,="06/15/73",,="03/15/77",,="08/28/19",,="03/15/77",,,"No"
"340067B","RIDGEWOOD, VILLAGE OF",,"BERGEN COUNTY",,,="08/31/73",,"12/15/83",,="08/28/19",,"12/15/83",,,"No"
,,"Page 254 of ",," 527",,,,,,,,,="03/04/2020",,
"Federal Emergency Management Agency",,,,,,,,,,,,,,,
"Community Status Book Report",,,,,,,,,,,,,,,
"Nation",,,,,,,,,,,,,,,
"Communities Participating in the National Flood Program",,,,,,,,,,,,,,,
"CID","Community Name",,"County",,"Init FHBM
Identified",,"Init FIRM
Identified",,"Curr Eff
Map Date",,"Reg-Emer Date",,,"Tribal",
"340407B","RINGWOOD, BOROUGH OF",,"PASSAIC COUNTY",,,="06/28/74",,="02/03/82",,="04/17/20(>)",,="02/03/82",,,"No"
"340068B","RIVER EDGE, BOROUGH OF",,"BERGEN COUNTY",,,="06/18/76",,="02/01/84",,="08/28/19",,="02/01/84",,,"No"
"340069B","RIVER VALE, TOWNSHIP OF",,"BERGEN COUNTY",,,="04/20/73",,"10/15/81",,="08/28/19",,"10/15/81",,,"No"
"340359#","RIVERDALE, BOROUGH OF",,"MORRIS COUNTY",,,="05/31/74",,"10/15/85",,"10/15/85",,"10/15/85",,,"No"
"340113B","RIVERSIDE, TOWNSHIP OF",,"BURLINGTON COUNTY",,,="02/11/77",,="07/02/79",,"12/21/17",,="07/02/79",,,"No"
"340114B","RIVERTON, BOROUGH OF",,"BURLINGTON COUNTY",,,"12/28/73",,="04/15/77",,"12/21/17",,="04/15/77",,,"No"
"340255A","ROBBINSVILLE, TOWNSHIP OF",,"MERCER COUNTY",,,="05/17/74",,="09/29/78",,="07/20/16",,="09/29/78",,,"No"
"340070B","ROCHELLE PARK, TOWNSHIP OF",,"BERGEN COUNTY",,,="06/22/73",,="03/28/80",,="08/28/19",,="03/28/80",,,"No"
"345315#","ROCKAWAY, BOROUGH OF",,"MORRIS COUNTY",,,="09/03/71",,="09/03/71",,="06/19/85",,="09/03/71",,,"No"
"340360#","ROCKAWAY, TOWNSHIP OF",,"MORRIS COUNTY",,,="01/04/74",,"11/15/79",,="09/18/86",,"11/15/79",,,"No"
"340071B","ROCKLEIGH, BOROUGH OF",,"BERGEN COUNTY",,,="01/03/75",,="05/17/82",,="08/28/19",,="05/17/82",,,"No"
"340443B","ROCKY HILL, BOROUGH OF",,"SOMERSET COUNTY",,,="06/28/74",,"12/16/80",,"11/04/16",,"12/16/80",,,"No"
"340322#","ROOSEVELT, BOROUGH OF",,"MONMOUTH COUNTY",,,="02/01/74",,="09/25/09",,="09/25/09(M)",,="05/25/78",,,"No"
"340193B","ROSELAND, BOROUGH OF",,"ESSEX COUNTY",,,="06/29/73",,="09/02/81",,="04/03/20(>)",,="09/02/81",,,"No"
"340473#","ROSELLE PARK, BOROUGH OF",,"UNION COUNTY",,,="04/22/77",,="06/04/80",,="09/20/06",,="06/04/80",,,"No"
"340472#","ROSELLE, BOROUGH OF",,"UNION COUNTY",,,,,="07/17/78",,="09/20/06",,="07/17/78",,,"No"
"340362#","ROXBURY, TOWNSHIP OF",,"MORRIS COUNTY",,,="03/29/74",,"12/15/82",,"12/15/82",,"12/15/82",,,"No"
"345316B","RUMSON, BOROUGH OF",,"MONMOUTH COUNTY",,,,,"12/28/73",,="06/20/18",,"12/21/73",,,"No"
"340144C","RUNNEMEDE, BOROUGH OF",,"CAMDEN COUNTY",,,"12/07/73",,="01/02/80",,="08/17/16",,="01/02/80",,,"No"
"340072B","RUTHERFORD, BOROUGH OF",,"BERGEN COUNTY",,,="04/12/74",,="06/01/78",,="08/28/19",,="06/01/78",,,"No"
"340074B","SADDLE BROOK, TOWNSHIP OF",,"BERGEN COUNTY",,,="03/08/74",,="04/15/82",,="08/28/19",,="04/15/82",,,"No"
"340073B","SADDLE RIVER, BOROUGH OF",,"BERGEN COUNTY",,,="01/09/74",,="05/16/77",,="08/28/19",,="05/16/77",,,"No"
"340423A","SALEM, CITY OF",,"SALEM COUNTY",,,="09/20/74",,="08/02/82",,="06/16/16",,="08/02/82",,,"No"
"340455#","SANDYSTON, TOWNSHIP OF",,"SUSSEX COUNTY",,,"10/21/77",,"12/17/91",,="09/29/11",,"12/17/91",,,"No"
"340276#","SAYREVILLE, BOROUGH OF",,"MIDDLESEX COUNTY",,,"12/28/73",,="03/16/81",,="07/06/10",,="03/16/81",,,"No"
"340474#","SCOTCH PLAINS, TOWNSHIP OF",,"UNION COUNTY",,,="01/09/74",,="09/30/77",,="09/20/06",,="09/30/77",,,"No"
"345317B","SEA BRIGHT, BOROUGH OF",,"MONMOUTH COUNTY",,,,,"10/14/71",,="06/20/18",,"10/08/71",,,"No"
"340325#","SEA GIRT, BOROUGH OF",,"MONMOUTH COUNTY",,,="02/02/73",,="03/05/76",,="09/25/09",,="03/05/76",,,"No"
"345318A","SEA ISLE CITY, CITY OF",,"CAPE MAY COUNTY",,,="07/17/70",,"12/31/70",,"10/05/17",,"12/31/70",,,"No"
"340389#","SEASIDE HEIGHTS, BOROUGH OF",,"OCEAN COUNTY",,,="03/22/74",,="07/16/79",,="09/29/06",,="07/16/79",,,"No"
"345319#","SEASIDE PARK, BOROUGH OF",,"OCEAN COUNTY",,,="08/17/71",,="08/13/71",,="09/29/06",,="08/13/71",,,"No"
"340226#","SECAUCUS, TOWN OF",,"HUDSON COUNTY",,,"10/05/73",,="03/25/83",,="08/16/06",,="03/25/83",,,"No"
"340534B","SHAMONG, TOWNSHIP OF",,"BURLINGTON COUNTY",,,"12/20/74",,="06/15/79",,"12/21/17",,="06/15/79",,,"No"
"345320#","SHIP BOTTOM, BOROUGH OF",,"OCEAN COUNTY",,,="05/26/70",,="04/02/71",,="09/29/06",,="04/02/71",,,"No"
"340326B","SHREWSBURY, BOROUGH OF",,"MONMOUTH COUNTY",,,="06/07/74",,="08/01/79",,="06/20/18",,="08/01/79",,,"No"
"340002#","SHREWSBURY, TOWNSHIP OF",,"MONMOUTH COUNTY",,,,,="09/25/09",,"(NSFHA)",,="08/09/13",,,"No"
"340145#","SOMERDALE, BOROUGH OF",,"CAMDEN COUNTY",,,="06/03/77",,="02/01/79",,="06/16/09",,="02/01/79",,,"No"
"340017#","SOMERS POINT, CITY OF",,"ATLANTIC COUNTY",,,"12/28/73",,"11/17/82",,"11/17/82",,"11/17/82",,,"No"
"340444#","SOMERVILLE, BOROUGH OF",,"SOMERSET COUNTY",,,="07/26/74",,="01/06/83",,="09/28/07",,="01/06/83",,,"No"
"340277#","SOUTH AMBOY, CITY OF",,"MIDDLESEX COUNTY",,,="02/01/74",,"12/04/79",,="07/06/10",,"12/04/79",,,"No"
," Spoke with Judy O'Connor the Sect. for the Building Offical.  James Cleary (part time) Town Engineer (732) 727-3610 Left message to discuss flooding issuses in town.  Angelo J. Valetutto (part time) Zoning Official (732) 636-8080.  Left a message wi",,,,,,,,,,,,,,
"340445#","SOUTH BOUND BROOK, BOROUGH OF",,"SOMERSET COUNTY",,,="06/21/74",,="09/30/82",,="09/28/07",,="09/30/82",,,"No"
"340278#","SOUTH BRUNSWICK, TOWNSHIP OF",,"MIDDLESEX COUNTY",,,="01/16/74",,"12/18/85",,="07/06/10",,"12/18/85",,,"No"
"340515B","SOUTH HACKENSACK, TOWNSHIP OF",,"BERGEN COUNTY",,,="06/14/74",,="03/02/83",,="08/28/19",,="03/02/83",,,"No"
"340212#","SOUTH HARRISON, TOWNSHIP OF",,"GLOUCESTER COUNTY",,,="06/28/74",,"12/17/91",,="01/20/10",,"10/09/14",,,"No"
"340194#","SOUTH ORANGE VILLAGE, TOWNSHIP OF",,"ESSEX COUNTY",,,"11/30/73",,="07/18/77",,="06/04/07",,="07/18/77",,,"No"
,,"Page 255 of ",," 527",,,,,,,,,="03/04/2020",,
"Federal Emergency Management Agency",,,,,,,,,,,,,,,
"Community Status Book Report",,,,,,,,,,,,,,,
"Nation",,,,,,,,,,,,,,,
"Communities Participating in the National Flood Program",,,,,,,,,,,,,,,
"CID","Community Name",,"County",,"Init FHBM
Identified",,"Init FIRM
Identified",,"Curr Eff
Map Date",,"Reg-Emer Date",,,"Tribal",
"340279#","SOUTH PLAINFIELD, BOROUGH OF",,"MIDDLESEX COUNTY",,,="02/22/74",,="08/01/80",,="07/06/10",,="08/01/80",,,"No"
"340280#","SOUTH RIVER, BOROUGH OF",,"MIDDLESEX COUNTY",,,="04/05/74",,="06/04/80",,="07/06/10",,="06/04/80",,,"No"
"340392#","SOUTH TOMS RIVER, BOROUGH OF",,"OCEAN COUNTY",,,="07/26/74",,="01/06/83",,="09/29/06",,="01/06/83",,,"No"
"340115B","SOUTHAMPTON, TOWNSHIP OF",,"BURLINGTON COUNTY",,,="01/09/74",,="03/04/80",,"12/21/17",,="03/04/80",,,"No"
"340535#","SPARTA, TOWNSHIP OF",,"SUSSEX COUNTY",,,"12/20/74",,"10/16/84",,="09/29/11",,"10/16/84",,,"No"
"340282#","SPOTSWOOD, BOROUGH OF",,"MIDDLESEX COUNTY",,,="07/06/73",,"12/18/79",,="07/06/10",,"12/18/79",,,"No"
"340330#","SPRING LAKE HEIGHTS, BOROUGH OF",,"MONMOUTH COUNTY",,,="05/03/74",,"12/15/81",,="09/25/09",,"12/15/81",,,"No"
"340329#","SPRING LAKE, BOROUGH OF",,"MONMOUTH COUNTY",,,="05/25/73",,="01/04/80",,="09/25/09",,="02/17/82",,,"No"
"345321#","SPRINGFIELD, TOWNSHIP OF",,"UNION COUNTY",,,"10/13/71",,"10/01/71",,="09/20/06",,"10/01/71",,,"No"
"340116B","SPRINGFIELD, TOWNSHIP OF",,"BURLINGTON COUNTY",,,="07/26/74",,="01/28/83",,"12/21/17",,="01/28/83",,,"No"
"340393#","STAFFORD, TOWNSHIP OF",,"OCEAN COUNTY",,,="09/02/70",,="09/14/79",,="09/29/06",,="09/14/79",,,"No"
"340456#","STANHOPE, BOROUGH OF",,"SUSSEX COUNTY",,,="05/17/74",,"11/17/82",,="09/29/11",,"11/17/82",,,"No"
"340560#","STILLWATER, TOWNSHIP OF",,"SUSSEX COUNTY",,,="04/04/75",,="02/25/83",,="09/29/11",,="02/25/83",,,"No"
"345322#","STOCKTON, BOROUGH OF",,"HUNTERDON COUNTY",,,="06/19/72",,="06/16/72",,="05/02/12",,="06/16/72",,,"No"
"345323A","STONE HARBOR, BOROUGH OF",,"CAPE MAY COUNTY",,,="01/08/71",,="01/08/71",,"10/05/17",,"12/31/70",,,"No"
"340174A","STOW CREEK, TOWNSHIP OF",,"CUMBERLAND COUNTY",,,="07/26/74",,="06/15/79",,="06/16/16",,="06/15/79",,,"No"
"340146#","STRATFORD, BOROUGH OF",,"CAMDEN COUNTY",,,="03/22/74",,="07/16/76",,="06/16/09",,="09/17/80",,,"No"
"340476#","SUMMIT, CITY OF",,"UNION COUNTY",,,="03/16/73",,="02/02/77",,="09/20/06",,="02/02/77",,,"No"
"345324#","SURF CITY, BOROUGH OF",,"OCEAN COUNTY",,,="05/26/70",,="04/02/71",,="09/29/06",,="04/02/71",,,"No"
"340457#","SUSSEX, BOROUGH OF",,"SUSSEX COUNTY",,,="06/14/74",,="02/02/83",,="09/29/11",,="02/02/83",,,"No"
